reference	Homo_sapiens	Gorilla_gorilla	Macaca_mulatta	Nomascus_leucogenys	Pan_troglodytes	Pongo_abelii
Homo_sapiens	ENSG00000239282	ENSG00000239282_7425_M	ENSG00000239282-987-M	ENSNLEG00000026656	gene37267	gene_CASTOR1	
Homo_sapiens	ENSG00000127415	-	ENSG00000127415-988-P	ENSNLEG00000000973	gene8881	gene_IDUA	
Homo_sapiens	ENSG00000241598	ENSG00000241598-636-P	ENSMMUG00000039948	ENSNLEG00000010801	gene21522	ENSG00000241598-939-M	
Homo_sapiens	ENSG00000254413	ENSG00000254413-637-M	ENSG00000254413-1050-M	ENSG00000254413-1079-P	ENSG00000254413-1048-M	ENSG00000254413-1101-M	
Homo_sapiens	ENSG00000258529	-	ENSMMUG00000014003	ENSG00000258529-967-P	ENSG00000258529-846-M	ENSG00000258529-941-M	
Homo_sapiens	ENSG00000172775	ENSG00000172775_7431_M	ENSMMUG00000013492	ENSNLEG00000002716	gene30142	gene_FAM192A	
Homo_sapiens	ENSG00000091640	ENSG00000091640_7430_M	ENSMMUG00000001352	ENSNLEG00000017451	gene30908	gene_SPAG7	
Homo_sapiens	ENSG00000172365	ENSGGOG00000023583_6530_M	ENSG00000172365-992-P	ENSG00000172365-968-M	gene22418	gene_LOC100446872	
Homo_sapiens	ENSG00000144959	ENSGGOG00000012274_1690_M	ENSMMUG00000017010	ENSNLEG00000005559	gene8474	gene_NCEH1	
Homo_sapiens	ENSG00000169469	ENSG00000169469-5338-P	ENSG00000169469-996-P	ENSNLEG00000010358	gene2237	gene_SPRR1B	
Homo_sapiens	ENSG00000106049	ENSG00000106049_7434_M	ENSMMUG00000023134	ENSNLEG00000015003	gene15214	gene_HIBADH	
Homo_sapiens	ENSG00000174720	ENSG00000174720_7435_P	ENSMMUG00000017911	ENSNLEG00000016354	gene9931	gene_LARP7	
Homo_sapiens	ENSG00000198515	-	ENSMMUG00000005764	ENSNLEG00000017375	gene9666	gene_CNGA1	
Homo_sapiens	ENSG00000152990	-	ENSMMUG00000019963	ENSNLEG00000016741	gene9076	gene_ADGRA3	
Homo_sapiens	ENSG00000123901	ENSGGOG00000007694_10419_M	ENSMMUG00000004111	ENSNLEG00000007109	gene23184	gene_GPR83	
Homo_sapiens	ENSG00000123595	ENSG00000123595_7440_P	ENSG00000123595-1002-P	ENSNLEG00000036073	gene37826	gene_RAB9A	
Homo_sapiens	ENSG00000136045	ENSG00000136045_7441_P	ENSMMUG00000015544	ENSNLEG00000006729	gene25277	gene_PWP1	
Homo_sapiens	ENSG00000164366	-	ENSMMUG00000040222	ENSNLEG00000033464	gene10634	gene_CCDC127	
Homo_sapiens	ENSG00000196154	ENSG00000196154_7443_M	ENSMMUG00000010979	ENSNLEG00000010404	gene2264	gene_S100A4	
Homo_sapiens	ENSG00000139220	ENSG00000139220_7444_M	ENSMMUG00000013804	ENSNLEG00000005251	gene25011	gene_PPFIA2	
Homo_sapiens	ENSG00000167460	ENSG00000167460_7445_P	ENSMMUG00000015783	ENSNLEG00000005413	gene34019	gene_TPM4	
Homo_sapiens	ENSG00000010539	ENSGGOG00000025449_21300_M	ENSMMUG00000017972	ENSNLEG00000033803	gene29572	gene_ZNF200	
Homo_sapiens	ENSG00000251247	ENSG00000251247_7447_P	ENSMMUG00000041700	ENSNLEG00000017007	gene34424	gene_ZNF345	
Homo_sapiens	ENSG00000188549	-	ENSMMUG00000020539	ENSNLEG00000002813	gene28338	gene_CCDC9B	
Homo_sapiens	ENSG00000196914	ENSG00000196914_7449_P	ENSMMUG00000012254	ENSNLEG00000007405	gene23506	gene_ARHGEF12	
Homo_sapiens	ENSG00000012048	ENSGGOG00000009827_18644_M	ENSMMUG00000001329	ENSNLEG00000011944	gene31247	gene_BRCA1	
Homo_sapiens	ENSG00000164815	ENSG00000164815_7451_M	ENSMMUG00000012066	ENSNLEG00000009069	gene16188	gene_ORC5	
Homo_sapiens	ENSG00000089225	ENSG00000089225_7452_M	ENSMMUG00000016202	ENSNLEG00000000216	gene25393	gene_TBX5	
Homo_sapiens	ENSG00000196275	ENSG00000196275-5358-M	ENSMMUG00000017270	ENSNLEG00000000007	ENSG00000196275-878-M	gene_LOC100457207	
Homo_sapiens	ENSG00000165521	ENSG00000165521_7454_M	ENSMMUG00000004606	ENSNLEG00000016938	gene27550	gene_EML5	
Homo_sapiens	ENSG00000184517	ENSGGOG00000006121_11557_P	ENSMMUG00000011587	ENSNLEG00000013001	gene30454	gene_ZFP1	
Homo_sapiens	ENSG00000100811	ENSG00000100811_7457_P	ENSMMUG00000029197	ENSNLEG00000030613	gene27709	gene_YY1	
Homo_sapiens	ENSG00000162620	ENSGGOG00000025460_12114_M	ENSMMUG00000012465	ENSNLEG00000009474	gene1350	gene_LRRIQ3	
Homo_sapiens	ENSG00000161021	ENSGGOG00000028537_5845_P	ENSMMUG00000012371	ENSNLEG00000001678	gene12331	gene_MAML1	
Homo_sapiens	ENSG00000171940	ENSGGOG00000022817_12728_M	ENSMMUG00000018358	ENSNLEG00000007017	gene36228	gene_ZNF217	
Homo_sapiens	ENSG00000151702	ENSG00000151702_7459_P	ENSMMUG00000003141	ENSNLEG00000007479	gene23659	gene_FLI1	
Homo_sapiens	ENSG00000138448	ENSGGOG00000004971_17125_P	ENSMMUG00000019462	ENSNLEG00000006461	gene5871	gene_ITGAV	
Homo_sapiens	ENSG00000262304	ENSGGOG00000009885_1839_M	ENSMMUG00000023388	ENSNLEG00000017248	gene30854	gene_SHPK	
Homo_sapiens	ENSG00000113048	ENSGGOG00000010683_16180_P	ENSMMUG00000017905	ENSNLEG00000032219	gene11064	gene_MRPS27	
Homo_sapiens	ENSG00000205693	-	ENSMMUG00000032062	ENSNLEG00000005573	gene24785	gene_MANSC4	
Homo_sapiens	ENSG00000108788	ENSG00000108788_7465_P	ENSMMUG00000009887	ENSNLEG00000011638	gene31280	gene_MLX	
Homo_sapiens	ENSG00000161980	ENSGGOG00000008500_18815_M	ENSMMUG00000000586	ENSNLEG00000007943	-	gene_POLR3K	
Homo_sapiens	ENSG00000151240	-	ENSMMUG00000002080	ENSNLEG00000013368	gene19914	gene_DIP2C	
Homo_sapiens	ENSG00000108932	ENSGGOG00000027382_8458_P	ENSMMUG00000011094	ENSNLEG00000001827	gene32344	gene_SLC16A6	
Homo_sapiens	ENSG00000185614	ENSGGOG00000012198_3647_P	ENSMMUG00000020979	ENSNLEG00000006906	gene7191	gene_FAM212A	
Homo_sapiens	ENSG00000135298	ENSG00000135298_7469_P	ENSMMUG00000046092	ENSNLEG00000000505	gene13825	gene_ADGRB3	
Homo_sapiens	ENSG00000173702	ENSGGOG00000000425_13255_M	ENSMMUG00000014184	ENSNLEG00000000702	gene7908	gene_MUC13	
Homo_sapiens	ENSG00000155918	ENSGGOG00000007925_14964_M	ENSMMUG00000003951	ENSNLEG00000030972	gene14614	gene_LOC100434525	
Homo_sapiens	ENSG00000189058	ENSG00000189058_7473_M	ENSMMUG00000031415	ENSNLEG00000008382	gene8733	gene_APOD	
Homo_sapiens	ENSG00000167528	ENSG00000167528_7474_P	ENSMMUG00000014484	ENSNLEG00000017881	gene24614	gene_ZNF641	
Homo_sapiens	ENSG00000221970	-	ENSG00000221970-1050-M	ENSNLEG00000019076	gene16710	gene_LOC100438019	
Homo_sapiens	ENSG00000187682	ENSG00000187682_7476_P	ENSMMUG00000016467	ENSNLEG00000018585	gene38186	gene_ERAS	
Homo_sapiens	ENSG00000204385	ENSG00000204385_7477_M	ENSMMUG00000021708	ENSNLEG00000006406	gene13294	gene_SLC44A4	
Homo_sapiens	ENSG00000203943	ENSGGOG00000002150_18598_P	ENSMMUG00000000402	ENSNLEG00000009912	gene1424	gene_SAMD13	
Homo_sapiens	ENSG00000171202	ENSGGOG00000027742_8782_P	ENSG00000171202-1053-P	ENSNLEG00000016408	gene23074	gene_TMEM126A	
Homo_sapiens	ENSG00000171502	-	ENSG00000171502-1054-M	ENSNLEG00000010050	gene1448	gene_COL24A1	
Homo_sapiens	ENSG00000151023	ENSGGOG00000003223_12554_M	ENSMMUG00000044502	ENSNLEG00000016751	gene20170	gene_ENKUR	
Homo_sapiens	ENSG00000166224	ENSGGOG00000016655_15003_M	ENSMMUG00000009800	ENSNLEG00000016177	gene20636	gene_SGPL1	
Homo_sapiens	ENSG00000141506	ENSGGOG00000002783_20473_M	ENSMMUG00000005792	ENSNLEG00000010040	gene31969	gene_PIK3R5	
Homo_sapiens	ENSG00000284946	-	ENSG00000284946-1132-M	ENSG00000284946-1170-M	ENSG00000284946-1140-M	ENSG00000284946-1196-M	
Homo_sapiens	ENSG00000255823	ENSG00000255823-5384-P	-	ENSG00000255823-1040-M	gene21826	-	
Homo_sapiens	ENSG00000143869	-	ENSG00000143869-1062-P	ENSNLEG00000002638	gene4042	gene_GDF7	
Homo_sapiens	ENSG00000258653	ENSG00000258653-5387-P	ENSMMUG00000018146	ENSG00000258653-1048-M	ENSG00000258653-910-P	ENSG00000258653-1007-P	
Homo_sapiens	ENSG00000133878	ENSG00000133878_7488_P	ENSMMUG00000013732	ENSNLEG00000028790	gene17299	gene_DUSP26	
Homo_sapiens	ENSG00000171621	ENSGGOG00000011575_10782_P	ENSMMUG00000002052	ENSNLEG00000032613	gene154	gene_SPSB1	
Homo_sapiens	ENSG00000167657	ENSGGOG00000002018_17904_M	ENSMMUG00000022765	ENSNLEG00000002973	gene33561	gene_DAPK3	
Homo_sapiens	ENSG00000257355	ENSG00000257355-695-M	ENSG00000257355-1144-M	ENSG00000257355-1184-P	ENSG00000257355-1152-M	ENSG00000257355-1213-M	
Homo_sapiens	ENSG00000084693	ENSGGOG00000016929_13306_M	ENSMMUG00000016044	ENSNLEG00000002704	gene4125	gene_AGBL5	
Homo_sapiens	ENSG00000163377	ENSG00000163377_7493_M	ENSMMUG00000020918	ENSNLEG00000001971	gene7434	gene_FAM19A4	
Homo_sapiens	ENSG00000159445	ENSGGOG00000008114_21095_M	ENSMMUG00000014361	ENSNLEG00000010322	gene2191	gene_THEM4	
Homo_sapiens	ENSG00000162711	ENSGGOG00000004835_17293_P	ENSMMUG00000005946	ENSNLEG00000004263	gene3751	gene_NLRP3	
Homo_sapiens	ENSG00000198176	ENSG00000198176_7497_P	ENSMMUG00000007423	ENSNLEG00000000849	gene26573	gene_TFDP1	
Homo_sapiens	ENSG00000135960	ENSGGOG00000010851_6876_M	ENSMMUG00000019574	ENSNLEG00000028033	gene5175	gene_EDAR	
Homo_sapiens	ENSG00000246922	ENSGGOG00000038121_7146_M	ENSMMUG00000041399	ENSNLEG00000012621	gene28750	gene_UBAP1L	
Homo_sapiens	ENSG00000165476	ENSGGOG00000008217_9716_M	ENSMMUG00000016850	ENSNLEG00000027332	gene20549	gene_REEP3	
Homo_sapiens	ENSG00000183542	ENSGGOG00000027557_15522_M	ENSMMUG00000018317	ENSNLEG00000003287	gene23986	gene_LOC100459192	
Homo_sapiens	ENSG00000147533	ENSG00000147533_7501_M	ENSMMUG00000016120	ENSNLEG00000012577	gene17373	gene_GOLGA7	
Homo_sapiens	ENSG00000164484	ENSGGOG00000013218_3207_P	ENSMMUG00000006374	ENSNLEG00000029901	gene14407	gene_TMEM200A	
Homo_sapiens	ENSG00000105854	ENSGGOG00000022016_2690_P	ENSMMUG00000008014	ENSNLEG00000015782	gene15976	gene_PON2	
Homo_sapiens	ENSG00000107929	ENSGGOG00000003572_7422_M	ENSMMUG00000005279	ENSNLEG00000013442	gene19916	gene_LARP4B	
Homo_sapiens	ENSG00000100221	ENSG00000100221_7505_M	ENSMMUG00000021083	ENSNLEG00000030934	gene37451	gene_JOSD1	
Homo_sapiens	ENSG00000171604	ENSG00000171604_7507_P	ENSMMUG00000001941	ENSNLEG00000009189	gene11783	gene_CXXC5	
Homo_sapiens	ENSG00000156639	ENSGGOG00000002274_4927_P	ENSMMUG00000001632	ENSNLEG00000011304	gene13487	gene_ZFAND3	
Homo_sapiens	ENSG00000132773	ENSG00000132773_7508_P	ENSMMUG00000020081	ENSNLEG00000014383	gene989	gene_TOE1	
Homo_sapiens	ENSG00000147257	ENSGGOG00000036647_9152_M	ENSMMUG00000009622	ENSNLEG00000001864	gene39019	gene_GPC3	
Homo_sapiens	ENSG00000174780	ENSGGOG00000013234_11242_M	ENSMMUG00000016368	ENSNLEG00000008806	gene9578	gene_SRP72	
Homo_sapiens	ENSG00000175485	-	ENSG00000175485-1084-M	ENSG00000175485-1069-P	gene21725	gene_LOC100447084	
Homo_sapiens	ENSG00000117090	ENSGGOG00000000291_17282_M	ENSMMUG00000015809	ENSNLEG00000013683	gene2539	gene_SLAMF1	
Homo_sapiens	ENSG00000095951	ENSGGOG00000016169_242_P	ENSMMUG00000008560	ENSNLEG00000000728	gene12717	gene_HIVEP1	
Homo_sapiens	ENSG00000159166	ENSGGOG00000012687_8653_M	ENSMMUG00000013507	ENSNLEG00000018080	gene3051	gene_LAD1	
Homo_sapiens	ENSG00000198746	ENSGGOG00000015305_20192_M	ENSMMUG00000018723	ENSNLEG00000009387	gene573	gene_GPATCH3	
Homo_sapiens	ENSG00000127774	-	ENSMMUG00000023391	ENSNLEG00000017256	gene30859	gene_EMC6	
Homo_sapiens	ENSG00000100385	ENSGGOG00000002259_1905_M	ENSMMUG00000005417	ENSNLEG00000014746	gene37402	gene_IL2RB	
Homo_sapiens	ENSG00000182154	ENSG00000182154_7517_P	ENSMMUG00000039736	ENSNLEG00000009233	-	gene_MRPL41	
Homo_sapiens	ENSG00000070886	ENSGGOG00000010020_4219_P	ENSMMUG00000020754	ENSNLEG00000008246	gene453	gene_EPHA8	
Homo_sapiens	ENSG00000101200	ENSGGOG00000027655_6057_M	ENSMMUG00000041847	ENSNLEG00000007575	gene35478	gene_AVP	
Homo_sapiens	ENSG00000186452	ENSGGOG00000004170_9762_M	ENSMMUG00000018484	ENSNLEG00000017792	gene24525	gene_TMPRSS12	
Homo_sapiens	ENSG00000171992	-	ENSMMUG00000020678	ENSNLEG00000027635	gene11987	gene_SYNPO	
Homo_sapiens	ENSG00000184922	-	ENSMMUG00000007859	ENSNLEG00000005025	gene31135	gene_FMNL1	
Homo_sapiens	ENSG00000103194	ENSGGOG00000041544_2921_P	ENSMMUG00000011244	ENSNLEG00000011245	gene30553	gene_USP10	
Homo_sapiens	ENSG00000164037	-	ENSMMUG00000011206	ENSNLEG00000026701	gene9831	gene_SLC9B1	
Homo_sapiens	ENSG00000043591	ENSGGOG00000022596_15525_P	ENSMMUG00000044756	ENSNLEG00000019114	gene21220	gene_ADRB1	
Homo_sapiens	ENSG00000167543	ENSGGOG00000016997_14178_M	ENSMMUG00000003866	ENSNLEG00000003390	gene31666	gene_TP53I13	
Homo_sapiens	ENSG00000144015	ENSGGOG00000016253_11399_M	ENSMMUG00000043608	ENSG00000144015-1094-P	gene4994	gene_LOC100457339	
Homo_sapiens	ENSG00000163216	ENSG00000163216-5416-M	ENSMMUG00000042871	ENSNLEG00000030699	gene2238	gene_LOC100457143	
Homo_sapiens	ENSG00000185591	ENSG00000185591_7529_M	ENSMMUG00000020036	ENSNLEG00000017699	gene24435	gene_SP1	
Homo_sapiens	ENSG00000263353	-	-	ENSG00000263353-1256-P	-	-	
Homo_sapiens	ENSG00000135063	ENSGGOG00000011230_20950_P	ENSMMUG00000005401	ENSNLEG00000000644	gene19028	gene_FAM189A2	
Homo_sapiens	ENSG00000181009	-	ENSG00000181009-1110-M	ENSG00000181009-1097-P	gene21702	gene_LOC112135511	
Homo_sapiens	ENSG00000100197	ENSG00000100197_7533_M	ENSMMUG00000002654	ENSNLEG00000035080	gene37554	gene_LOC100453198	
Homo_sapiens	ENSG00000176387	ENSGGOG00000012970_2843_P	ENSMMUG00000008034	ENSNLEG00000004600	gene30269	gene_HSD11B2	
Homo_sapiens	ENSG00000037637	ENSGGOG00000014592_9264_M	ENSMMUG00000012733	ENSNLEG00000007825	gene323	gene_FBXO42	
Homo_sapiens	ENSG00000215547	ENSGGOG00000024671_5330_P	ENSMMUG00000038849	ENSNLEG00000009563	gene35803	gene_DEFB115	
Homo_sapiens	ENSG00000167487	-	ENSMMUG00000043211	ENSNLEG00000006077	gene34103	gene_KLHL26	
Homo_sapiens	ENSG00000161013	ENSG00000161013_7538_M	ENSMMUG00000012374	ENSNLEG00000001699	gene12334	gene_MGAT4B	
Homo_sapiens	ENSG00000148297	ENSGGOG00000014437_20887_M	ENSMMUG00000038477	ENSNLEG00000028828	gene19739	gene_MED22	
Homo_sapiens	ENSG00000132613	-	ENSMMUG00000020416	ENSNLEG00000016152	gene30421	gene_MTSS1L	
Homo_sapiens	ENSG00000135211	ENSGGOG00000024806_18433_P	ENSMMUG00000009007	ENSNLEG00000009573	gene15839	gene_TMEM60	
Homo_sapiens	ENSG00000110400	ENSG00000110400_7542_M	ENSMMUG00000008274	ENSNLEG00000007399	gene23495	gene_NECTIN1	
Homo_sapiens	ENSG00000149476	ENSGGOG00000004065_18890_P	ENSMMUG00000002692	ENSNLEG00000002383	gene22513	gene_TKFC	
Homo_sapiens	ENSG00000169676	ENSGGOG00000015122_9366_P	ENSMMUG00000002783	ENSG00000169676-1107-M	gene8995	gene_DRD5	
Homo_sapiens	ENSG00000180992	ENSGGOG00000006098_16233_M	ENSMMUG00000011452	-	gene13619	gene_MRPL14	
Homo_sapiens	ENSG00000140395	ENSG00000140395_7545_M	ENSMMUG00000014207	ENSNLEG00000029873	gene28994	gene_WDR61	
Homo_sapiens	ENSG00000138769	ENSGGOG00000015619_15624_M	ENSMMUG00000023227	ENSNLEG00000007984	gene9379	gene_CDKL2	
Homo_sapiens	ENSG00000162669	ENSGGOG00000038524_3891_M	ENSMMUG00000006819	ENSNLEG00000010285	gene1510	gene_HFM1	
Homo_sapiens	ENSG00000182566	ENSG00000182566_7549_M	ENSMMUG00000022459	ENSNLEG00000007528	gene33690	gene_CLEC4G	
Homo_sapiens	ENSG00000178586	-	ENSMMUG00000010383	ENSG00000178586-1114-P	gene6511	gene_LOC100443351	
Homo_sapiens	ENSG00000119965	-	ENSMMUG00000008564	ENSNLEG00000017047	gene21316	gene_C10H10orf88	
Homo_sapiens	ENSG00000183873	ENSGGOG00000012938_20273_M	ENSMMUG00000015825	ENSNLEG00000005433	gene6948	gene_SCN5A	
Homo_sapiens	ENSG00000033011	ENSG00000033011_7554_P	ENSMMUG00000007494	ENSNLEG00000010012	gene29625	gene_ALG1	
Homo_sapiens	ENSG00000184293	-	ENSMMUG00000045446	-	gene23963	-	
Homo_sapiens	ENSG00000136848	ENSGGOG00000000186_3616_P	ENSMMUG00000004639	ENSNLEG00000017155	gene19497	gene_DAB2IP	
Homo_sapiens	ENSG00000175779	ENSG00000175779_7556_P	ENSMMUG00000041220	ENSNLEG00000028622	gene28313	gene_C15H15orf53	
Homo_sapiens	ENSG00000113643	ENSGGOG00000009650_3637_P	ENSMMUG00000012516	ENSNLEG00000004848	gene12135	gene_RARS	
Homo_sapiens	ENSG00000124279	ENSGGOG00000015994_4876_P	ENSMMUG00000018746	ENSNLEG00000011510	gene10729	gene_FASTKD3	
Homo_sapiens	ENSG00000167183	ENSG00000167183_7559_P	ENSMMUG00000003324	ENSNLEG00000002102	gene31190	gene_PRR15L	
Homo_sapiens	ENSG00000110042	ENSGGOG00000012050_21580_P	ENSMMUG00000010277	ENSNLEG00000013063	gene22434	gene_DTX4	
Homo_sapiens	ENSG00000135924	ENSG00000135924_7561_P	ENSMMUG00000012003	ENSNLEG00000009330	gene6241	gene_DNAJB2	
Homo_sapiens	ENSG00000197245	ENSGGOG00000006570_1946_P	ENSMMUG00000045223	ENSNLEG00000018581	gene544	gene_FAM110D	
Homo_sapiens	ENSG00000141052	ENSG00000141052_7563_P	ENSMMUG00000013281	ENSNLEG00000014576	gene31926	gene_MYOCD	
Homo_sapiens	ENSG00000213139	ENSG00000213139_7564_M	ENSMMUG00000048681	ENSNLEG00000006554	gene8629	gene_CRYGS	
Homo_sapiens	ENSG00000278259	ENSGGOG00000007933_2025_P	ENSMMUG00000007920	ENSNLEG00000002087	gene31508	gene_MYO19	
Homo_sapiens	ENSG00000055070	ENSG00000055070_7566_P	ENSMMUG00000045364	ENSNLEG00000007829	gene324	gene_SZRD1	
Homo_sapiens	ENSG00000151090	ENSG00000151090_7567_M	ENSMMUG00000000067	ENSNLEG00000003624	gene6818	gene_THRB	
Homo_sapiens	ENSG00000132274	ENSG00000132274_7568_P	ENSMMUG00000000338	ENSNLEG00000026965	gene21696	gene_TRIM22	
Homo_sapiens	ENSG00000016490	-	ENSMMUG00000006836	ENSNLEG00000010144	gene1451	gene_CLCA1	
Homo_sapiens	ENSG00000132952	ENSGGOG00000004673_8153_P	ENSMMUG00000007597	ENSNLEG00000000756	gene25889	gene_USPL1	
Homo_sapiens	ENSG00000281593	-	-	-	-	-	
Homo_sapiens	ENSG00000112033	-	ENSMMUG00000015904	ENSNLEG00000008621	gene13427	gene_PPARD	
Homo_sapiens	ENSG00000085465	ENSGGOG00000005204_17833_M	ENSMMUG00000003309	ENSNLEG00000003907	gene1775	gene_OVGP1	
Homo_sapiens	ENSG00000165478	-	ENSG00000165478-1141-M	ENSNLEG00000007440	gene23606	gene_HEPACAM	
Homo_sapiens	ENSG00000165868	-	ENSMMUG00000010908	ENSNLEG00000031134	gene21245	gene_HSPA12A	
Homo_sapiens	ENSG00000078098	ENSG00000078098_7575_M	ENSMMUG00000003200	ENSNLEG00000002581	gene5613	gene_LOC100437836	
Homo_sapiens	ENSG00000266173	ENSGGOG00000006351_7144_P	ENSMMUG00000016757	ENSNLEG00000004361	gene32267	gene_STRADA	
Homo_sapiens	ENSG00000141748	-	-	ENSNLEG00000000719	gene31437	gene_ARL5C	
Homo_sapiens	ENSG00000137441	ENSG00000137441_7577_M	ENSMMUG00000008163	ENSNLEG00000027474	gene9041	gene_FGFBP2	
Homo_sapiens	ENSG00000069535	ENSG00000069535_7579_M	ENSMMUG00000019492	ENSNLEG00000002389	gene38081	gene_MAOB	
Homo_sapiens	ENSG00000184716	ENSGGOG00000014797_12841_M	ENSMMUG00000022770	ENSNLEG00000005462	gene28443	gene_SERINC4	
Homo_sapiens	ENSG00000143164	ENSGGOG00000028357_13457_P	ENSMMUG00000010389	ENSNLEG00000014824	gene2683	gene_DCAF6	
Homo_sapiens	ENSG00000110375	ENSGGOG00000009084_8577_P	ENSG00000110375-1153-P	ENSG00000110375-1150-M	gene23463	gene_UPK2	
Homo_sapiens	ENSG00000150347	-	ENSMMUG00000000424	ENSNLEG00000012110	gene20534	gene_ARID5B	
Homo_sapiens	ENSG00000204510	-	ENSG00000204510-1155-P	ENSNLEG00000009861	-	gene_LOC100441622	
Homo_sapiens	ENSG00000074660	-	ENSMMUG00000002376	ENSNLEG00000000852	gene30797	gene_SCARF1	
Homo_sapiens	ENSG00000174748	ENSG00000174748_7588_P	ENSMMUG00000006353	ENSNLEG00000003580	gene6815	gene_RPL15	
Homo_sapiens	ENSG00000136939	ENSG00000136939_7586_P	ENSG00000136939-1157-M	ENSG00000136939-1155-P	gene19518	gene_LOC100442678	
Homo_sapiens	ENSG00000113194	ENSGGOG00000005506_6725_P	ENSMMUG00000009059	ENSNLEG00000012504	gene12247	gene_FAF2	
Homo_sapiens	ENSG00000273047	-	-	ENSG00000273047-1161-M	-	-	
Homo_sapiens	ENSG00000169064	ENSGGOG00000023174_10577_M	ENSMMUG00000023045	ENSNLEG00000004844	gene8412	gene_ZBBX	
Homo_sapiens	ENSG00000254598	-	-	-	-	-	
Homo_sapiens	ENSG00000196218	ENSG00000196218_7593_P	ENSMMUG00000002897	ENSNLEG00000034556	gene34479	gene_RYR1	
Homo_sapiens	ENSG00000172349	ENSG00000172349-5465-P	ENSMMUG00000011555	ENSNLEG00000001263	gene29044	gene_IL16	
Homo_sapiens	ENSG00000108641	ENSGGOG00000001097_19676_P	ENSMMUG00000000138	ENSNLEG00000008745	gene31778	gene_B9D1	
Homo_sapiens	ENSG00000204228	ENSGGOG00000009838_3429_P	ENSMMUG00000003861	ENSNLEG00000006824	gene13366	gene_HSD17B8	
Homo_sapiens	ENSG00000177551	ENSG00000177551_7597_M	ENSMMUG00000044679	ENSNLEG00000027793	gene1887	gene_NHLH2	
Homo_sapiens	ENSG00000135482	-	ENSMMUG00000021084	ENSG00000135482-1176-M	gene24338	ENSG00000135482-1134-P	
Homo_sapiens	ENSG00000179397	-	ENSMMUG00000000021	ENSNLEG00000004005	gene3704	gene_CATSPERE	
Homo_sapiens	ENSG00000144028	ENSG00000144028_7702_M	ENSMMUG00000023261	ENSNLEG00000000025	gene5014	gene_SNRNP200	
Homo_sapiens	ENSG00000121350	ENSGGOG00000042087_7808_M	ENSMMUG00000010854	ENSNLEG00000004784	gene24852	gene_PYROXD1	
Homo_sapiens	ENSG00000131653	-	ENSMMUG00000019223	ENSNLEG00000009168	gene29488	gene_TRAF7	
Homo_sapiens	ENSG00000125447	ENSGGOG00000007634_11534_P	ENSMMUG00000018021	ENSNLEG00000000740	gene32454	gene_GGA3	
Homo_sapiens	ENSG00000158850	ENSGGOG00000007506_16914_M	ENSMMUG00000022629	ENSNLEG00000014082	gene2561	gene_B4GALT3	
Homo_sapiens	ENSG00000242574	ENSG00000242574-5482-M	ENSMMUG00000022626	ENSNLEG00000006770	gene13355	gene_LOC100448477	
Homo_sapiens	ENSG00000215274	-	ENSMMUG00000041376	ENSNLEG00000033633	gene38211	gene_LOC100435258	
Homo_sapiens	ENSG00000187607	ENSG00000187607-808-P	-	ENSG00000187607-1190-P	ENSG00000187607-1034-M	ENSG00000187607-1146-P	
Homo_sapiens	ENSG00000153714	ENSG00000153714_7709_M	ENSMMUG00000013290	ENSNLEG00000017661	gene18507	gene_LURAP1L	
Homo_sapiens	ENSG00000176454	ENSGGOG00000007665_11652_M	ENSMMUG00000020939	ENSNLEG00000011127	gene28262	gene_LPCAT4	
Homo_sapiens	ENSG00000172159	ENSGGOG00000004546_11824_M	ENSMMUG00000017180	ENSNLEG00000003288	gene18906	gene_FRMD3	
Homo_sapiens	ENSG00000163116	ENSGGOG00000042664_229_M	ENSMMUG00000013502	ENSNLEG00000014101	gene9768	gene_STPG2	
Homo_sapiens	ENSG00000107140	-	ENSMMUG00000016316	ENSNLEG00000031377	ENSG00000107140-1039-P	gene_TESK1	
Homo_sapiens	ENSG00000244362	ENSG00000244362-5491-M	ENSG00000244362-1185-P	ENSG00000244362-1195-M	-	gene_LOC112130516	
Homo_sapiens	ENSG00000149658	ENSGGOG00000008340_13170_M	ENSMMUG00000009227	ENSNLEG00000028421	gene36365	gene_YTHDF1	
Homo_sapiens	ENSG00000123838	ENSGGOG00000012258_21642_P	ENSMMUG00000013738	ENSNLEG00000000986	gene3207	gene_C4BPA	
Homo_sapiens	ENSG00000073111	-	ENSMMUG00000000158	ENSNLEG00000014125	gene7967	gene_MCM2	
Homo_sapiens	ENSG00000215817	ENSGGOG00000008911_4065_M	-	-	-	-	
Homo_sapiens	ENSG00000054611	-	ENSMMUG00000003764	ENSNLEG00000015862	gene37646	gene_TBC1D22A	
Homo_sapiens	ENSG00000151743	ENSGGOG00000003726_5776_P	ENSMMUG00000011180	ENSNLEG00000016525	gene24740	gene_AMN1	
Homo_sapiens	ENSG00000164086	-	ENSMMUG00000005300	ENSNLEG00000034538	gene7261	gene_DUSP7	
Homo_sapiens	ENSG00000104412	ENSG00000104412_7723_P	ENSMMUG00000019260	ENSNLEG00000004190	gene18042	gene_EMC2	
Homo_sapiens	ENSG00000064270	-	ENSMMUG00000013542	ENSNLEG00000011126	gene30548	gene_ATP2C2	
Homo_sapiens	ENSG00000177984	ENSGGOG00000015034_4998_M	ENSMMUG00000004815	ENSNLEG00000008407	gene19835	gene_LCN15	
